ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-064,2026-09-15 09:05:11,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-065,2026-09-15 09:05:11,Escaneo de Puertos / Reconocimiento de Red desde 10.102.0.44,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.102.0.44,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.102.0.44 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-066,2026-09-15 09:05:11,Escaneo de Puertos / Reconocimiento de Red desde 10.114.0.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.114.0.40,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.114.0.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-067,2026-09-15 09:05:11,Escaneo de Puertos / Reconocimiento de Red desde 10.102.0.44,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.102.0.44,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.102.0.44 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-068,2026-09-15 09:05:11,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.60,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.60,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.60 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-069,2026-09-15 09:05:10,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-070,2026-09-15 09:05:10,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.7.115,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.7.115,Servicio udp/443 (64.233.186.95),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-071,2026-09-15 09:05:09,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.70,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.70,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.70 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-072,2026-09-15 09:05:09,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.92,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.92,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.92 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-073,2026-09-15 09:05:09,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-074,2026-09-15 09:05:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.97,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.97,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.97 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-075,2026-09-15 09:05:07,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.30,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.30,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.30 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-076,2026-09-15 09:05:06,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.69,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.69,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.69 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-077,2026-09-15 09:05:06,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.48,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.48,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.48 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-078,2026-09-15 09:05:05,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.30,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.30,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.30 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-079,2026-09-15 09:05:05,Escaneo de Puertos / Reconocimiento de Red desde 10.101.0.48,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.101.0.48,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.101.0.48 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-080,2026-09-15 09:05:05,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.140,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.140,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.140 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-081,2026-09-15 09:05:04,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.69,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.69,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.69 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-082,2026-09-15 09:05:04,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.98,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.98,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.98 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-083,2026-09-15 09:05:04,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.126,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.126,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.126 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-084,2026-09-15 09:05:04,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.20,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.20,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.20 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-085,2026-09-15 09:05:03,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.42,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.42,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.42 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-086,2026-09-15 09:05:03,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.60,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.60,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.60 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-087,2026-09-15 09:05:03,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.42,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.42,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.42 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-088,2026-09-15 09:05:03,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.23,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.23,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.23 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-089,2026-09-15 09:05:02,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.42,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.42,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.42 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-090,2026-09-15 09:05:02,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.136,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.136,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.136 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-091,2026-09-15 09:05:02,Escaneo de Puertos / Reconocimiento de Red desde 10.105.0.74,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.0.74,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.0.74 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-092,2026-09-15 09:05:02,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.20,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.20,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.20 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-093,2026-09-15 09:05:02,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.126,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.126,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.126 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-094,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-095,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.129,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.129,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.129 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-096,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-097,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.104,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.104,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.104 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-098,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-099,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-100,2026-09-15 09:05:01,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-101,2026-09-15 09:05:01,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-102,2026-09-15 09:05:01,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.124,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.124,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.124 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
